1762003858	2019-10-18-the-human-experience-live-show-022-dr-chris-bache-lsd-and-the-mind-of-the-universe.mp4	230066408
1762004189	2019-10-22-an-interview-with-chris-bache-lsd-and-the-universe.mp4	196483134
1762004319	2019-11-18-behind-the-curtain-christopher-m-bache-phd-episode-64.mp4	39037676
1762004857	2019-11-25-live-with-chris-bache-73-lsd-sessions-journey-through-the-mind-of-the-universe-w-vanese-mc-neill.mp4	224897670
1762004944	2009-03-07-the-individual-and-matrix-consciousness-pt-1.mp4	13562816
1762005117	2020-01-17-diamond-luminosity-exploring-high-dose-lsd-experiences-with-dr.mp4	177643885
1762006071	2020-03-22-behind-the-curtain-with-christopher-m-bache-phd-episode-64.mp4	416575681
1762006542	2020-12-03-what-73-high-dose-lsd-sessions-teach-you-about-the-mind-of-the-universe-w-christopher-m-bache-ep11.mp4	313905369
1762006666	2021-01-02-discover-the-mind-of-the-universe-lsd-psychedelic-research-with-professor-christopher-m-bache.mp4	121882530
1762006815	2021-11-16-transformative-journey-into-the-cosmic-mind-through-psychedelics-with.mp4	136640457
1762006924	2013-11-18-sunday-service-with-guest-speaker-chris-bache-unity-myrtle-beach.mp4	375935821
1762007117	2022-08-21-chris-bache-lsd-and-the-mind-of-the-universe.mp4	207323696
1762007577	2023-03-15-the-role-of-psychedelics-for-a-planet-in-transition-with-belinda-eriacho.mp4	217375252
1762007837	2023-08-17-lsd-the-mind-of-the-universe-with.mp4	165843693
1762007910	2013-11-17-no-fear-of-death-part-3-unity-myrtle-beach.mp4	416650287
1762008170	2013-11-17-no-fear-of-death-part-2-unity-myrtle-beach.mp4	224289266
1762008205	2024-02-08-face-to-face-with-chris-bache.mp4	178020278
1762008571	2025-10-15-collective-karma-and-reincarnation-with.mp4	301032708
1762008945	2025-10-21-psa-fireside-chat-featuring-dr-raymond-turpin-dr.mp4	182525295
1762009101	2013-11-17-no-fear-of-death-part-1-unity-myrtle-beach.mp4	453336765
1762009414	2013-08-28-skyblue-symposia-pt-2.mp4	151227642
1762009556	2013-08-27-skyblue-symposia-pt-1.mp4	126452352
1762009563	2009-03-07-individual-and-matrix-consciousness-pt-2.mp4	14348871
