2019-11-26	LSD and the Mind of the Universe: Diamonds from Heaven	NO_MATCH
2021-06-03	LSD and the Mind of the Universe – Christopher Bache, Ph.D.	downloads/audio/podcasts/2021-06-03-lsd-and-the-mind-of-the-universe-christopher-bache-ph-d.mp3
2022-02-16	Dr. Chris Bache on Understanding DMT Entity Encounters	downloads/audio/podcasts/2022-02-16-dr-chris-bache-on-understanding-dmt-entity-encounters.mp3
2022-02-17	What It's Like Meeting God on Psychedelics (feat. Christopher Bache)	downloads/audio/2022-02-17-exploring-lsd-as-a-practice-edge-of-mind-podcast-part-1.mp3
2022-02-17	What It's Like Meeting God on Psychedelics (feat. Christopher Bache)	downloads/audio/podcasts/2022-02-17-christopher-m-bache-on-his-journey-exploring-lsd-as-a-practice-and-entheogens-as-an-actual-path.mp3
2022-02-17	What It's Like Meeting God on Psychedelics (feat. Christopher Bache)	downloads/audio/podcasts/2022-02-17-what-it-s-like-meeting-god-on-psychedelics-feat-christopher-bache.mp3
2022-02-19	The Mind of the Universe – Conversation with Prof. Chris Bache	downloads/audio/podcasts/2022-02-19-the-mind-of-the-universe-conversation-with-prof-chris-bache.mp3
2022-04-26	When We Die… (IONS “Living Classroom” excerpt)	NO_MATCH
