path,size,sha256
downloads/video/2022-02-16-dr-chris-bache-on-understanding-dmt-entity-encounters.mp4,104602961,45819ebe8d1b7809bf595825e91d7c3fadf8097b947d6e73895d5363b5ff85bc
downloads/video/2022-02-17-exploring-lsd-as-a-practice-edge-of-mind-podcast-part-1.mp4,452048534,a9f75b48a1c4807d12d2fbbf70d02c9af28e8a283f0e481e5d667d9712bec527
downloads/video/2022-02-17-what-it-s-like-meeting-god-on-psychedelics-feat-christopher-bache.mp4,58378842,9e98eb73eb494ae14fc6f7c9649f2019f334d383f35cfd0b135d347d252e60c8
downloads/video/2022-02-19-the-mind-of-the-universe-conversation-with-prof-chris-bache.mp4,1085891700,2579dee1e26dd1e20b59d9e147ff36b3e5fc23d0b28f5223e3405a8257d38102
downloads/video/2022-04-26-when-we-die-ions-living-classroom-excerpt.mp4,22758567,00545ea6438abc946f40931ffa9b46850915d4f782a8711a3ca5eb74d5bd031f
downloads/video/2022-06-03-part-ii-of-his-remarkable-twenty-year-journey-into-the-world-of-psychedelics-edge-of-mind-podcast-part-2.mp4,406971373,e855c17583fb9402698fa6491ed6848abb1a4674d3ae9753d4ada1e60a97a7d2
downloads/video/2022-08-21-chris-bache-lsd-and-the-mind-of-the-universe.mp4,207323696,eef99ae39e10e5733625d9b226b5baadb2c80579d39ab299c3e55af309e3e791
downloads/video/2022-08-30-psychedelics-and-cosmological-exploration-with-chris-bache-reach-truth-podcast.mp4,495279475,d656a168980f7de921fa12933c151acd877d41d5fe7e72612289ae42c7757bb1
downloads/video/2022-12-07-lsd-and-the-mind-of-the-universe-smn-webinar.mp4,521888246,377c027a5cd37965d05e9e5839fa853f82f046c025be53cc5003b4c16049a73d
downloads/video/2023-01-05-exploring-lsd-and-the-mind-of-the-universe.mp4,1927978043,4a7b8e723e64d6b59409203b14840495ce87b02d89ee202ad4a1a5a9dc314d66
downloads/video/2023-01-06-lsd-and-the-mind-of-the-universe-s2s-podcast.mp4,836654234,a8bddc14e2d6407d8710b765b7f41195de340fa49910110fb51da53f0f802d50
downloads/video/2023-01-27-the-mind-of-the-universe-diamonds-from-heaven.mp4,1663679556,3444db38ab9c0225144a82af41735ce79179758ddbae258c3e48c4594fedf7a5
downloads/video/2023-01-30-wisdom-keepers-conversation-with-duane-elgin.mp4,760939721,75bf1952df13240de39d38ed0e9d34b841c1c4aefde6697562ed2967d69001f5
downloads/video/2023-02-01-children-who-remember-past-lives-chris-bache.mp4,7199983,969f46b99e69a670257da1a1c88c3b42432ebaa337a0d917edfb36c6a70f3b41
downloads/video/2023-03-15-the-role-of-psychedelics-for-a-planet-in-transition-with-belinda-eriacho.mp4,217375252,bb3a8c001a61e7dcef3bf2cc686f818867ab04c5050f405889d2f1a8e8f330d6
downloads/video/2023-03-16-collective-shadow-work-and-turning-toward-our-pain.mp4,58683276,b0d3a67f647ab5f84eb08a90285dc0a069a30d67a947155b8f2514bb05b5ddb1
downloads/video/2023-03-16-what-does-it-mean-to-be-a-good-person-psychedelically-chris-bache-phd.mp4,70461327,fc18a1e4fac2c6d1fb536d1c291a3f1210a65208fe78b1adf9c795c46ca671ee
downloads/video/2023-04-18-prof-chris-bache-cycles-of-death-and-rebirth.mp4,8453507,078577f0c936eba7e6cebfeeca41af3c0c66362c4ede1e9a09053c2f12dac149
downloads/video/2023-07-12-diamonds-from-heaven-exploring-the-mind-of-the-universe.mp4,263936654,0436efbb251c66038fa2ee1f90541588760c627167e8e693b168417392e7d702
downloads/video/2023-08-17-lsd-and-the-mind-of-the-universe-what-is-going-om.mp4,468922043,9b1b13b068d0ddebabb3489d4987656ef3b59e6f815074131d7e071dfab32722
downloads/video/2023-08-17-lsd-the-mind-of-the-universe-with.mp4,165843693,054bc0634aeb52a73ae0d54d57c175f546060f5d66ac5c9c90b29d985ec234d4
downloads/video/2023-10-10-experience-of-the-human-being-of-the-future-short.mp4,5921420,dc6f67707ae2eb54b5b9f316540b3bea00cc3ef44bf72aca9dd477d305ddc954
downloads/video/2023-10-29-ego-to-oneness-confronting-the-climate-crisis-ep-278.mp4,839831690,5ee951769813184cfb9072e52f704d93cda25ea3ea60f3252c42cb9e47b1c131
downloads/video/2023-11-05-diamonds-from-heaven-the-mind-of-the-universe-chris-bache.mp4,164990891,a6ffd1838bb591a2e88856ab0063ef6b3f2724939ff624086f4834035c933a7b
