path,size,sha256
downloads/video/2023-11-06-73-trips-inside-the-psychedelic-universe.mp4,247818416,3af264b623862771faef3df47dbad21c9427d138ec8e85d18dbac540276c45b3
downloads/video/2023-12-05-what-73-high-dose-lsd-sessions-taught-christopher-bache.mp4,1901972175,c9516c3d8858794e1df5831b8f777088a0acb2494361a859b2dd473dcfeed7c0
downloads/video/2024-02-08-face-to-face-with-chris-bache.mp4,178020278,df408fa5ab2ab25c8ceb95a1e2b3f63d4f4af63c9fcf978409d621b1f6a800b7
downloads/video/2024-02-10-lsd-and-the-mind-of-the-universe-diamonds-from-heaven-sdi-meeting.mp4,861510003,798dc604602473f8875f7fe2c5a718ac87ff07de4b95db648fe90458d3dc9245
downloads/video/2024-06-30-lsd-and-the-mind-of-the-universe-full-interview-in-reality.mp4,341380023,65a696f1592ee4d1c66d02a87ca472d07e3be34db085a0877661ed9c5281c19b
downloads/video/2024-09-24-philosophical-implications-of-non-ordinary-states-live.mp4,727380467,2564343669df87898c50bb322aec77b02b40749f5745957dfc7361a409bc6bb6
downloads/video/2024-09-24-what-73-high-dose-lsd-sessions-taught-christopher-bache-phd-about-the-nature-of-reality-rebroadcast.mp4,1453453396,567c760dee56b870e84baa47c4f9ab79c3652316054fddb8859ca2d994cd719c
downloads/video/2024-11-07-reincarnation-and-the-web-of-life-what-is-going-om.mp4,487180534,37050a878625d0d923fbc561b66818c00e9dd7b0bf5a90a606aa53a0215f3641
downloads/video/2024-11-16-the-evidence-for-reincarnation.mp4,536788621,bfc5e956af43c37996e4b032ca04db3ba3fa3f7dc72c734ce1a0bef98db1fb5d
downloads/video/2025-01-08-the-phoenix-always-rises-evolving-into-the-future-human.mp4,523276670,c18af9a37a595130c8b9bbc653df3cf42424ac93963a7ecfc06ae09d3879970c
downloads/video/2025-03-18-psychedelics-and-the-cosmic-mind.mp4,704399160,d67308532018fd245837962b5bffac3a0e32cc710b5c9584961233691e367031
downloads/video/2025-03-30-lsd-sessions-the-infinite-reality-of-the-divine.mp4,19668985,c719f8d9c435656c84285833a7d62684a619df6358970eae0290dcc0ddf030b6
downloads/video/2025-04-26-bicycle-day-psychedelic-talk-recorded-2025-04-19.mp4,796794924,7e194072f04f2b3fa80fa5f3ea3f25534782f1c188845e3cf0592216a22790b5
downloads/video/2025-05-18-diamond-luminosity-live-stream.mp4,738385440,9af488ec3f8e4dc29dcff7995ae949444ca0fb084e0c431131f453f4f46df26e
downloads/video/2025-07-16-consciousness-psychedelics-and-collective-evolution.mp4,344668727,5b9d9a6d77f4baaa283d9310a784c65aa12b37669ca079c7ece6f63c15f96041
downloads/video/2025-10-15-collective-karma-and-reincarnation-with.mp4,301032708,92bb6f3a7bffbaa3ba913004d3f0fb007b362414071553d311415ffe9aee898e
downloads/video/2025-10-21-psa-fireside-chat-featuring-dr-raymond-turpin-dr.mp4,182525295,33f7044078760a229db6f7ea6c2218d5d74ce3639408324c2131db8547c86469
