slug,youtube_url,status,video_path,audio_path,stderr_tail
2026-05-31-73-lsd-sessions-journey-through-the-mind-of-the-universe,https://youtu.be/KgqQiLkg1mM,ok:audio,,downloads/audio/2026-05-31-73-lsd-sessions-journey-through-the-mind-of-the-universe.mp3,
